CIF_NO,CUSTOMERNAME,DOB,GENDER,PAN_NO,MOBILE,CITY,STATE,OCCUPATIONTYPE,MONTHLY_INCOME,CREDIT_SCORE,CUSTOMER_SINCE_DATE
700206,Vikram Joshi,1956-08-28,M,VEEFI5170V,6580154962,Chennai,Tamil Nadu,Self Employed,176194.98,474,2016-01-28
700207,Hari Kulkarni,1986-09-25,M,GAQRH4384W,6594588417,Bengaluru,Karnataka,Salaried,100982.45,866,2012-12-12
700208,Rahul Mehta,1981-09-08,M,CCYJC8515E,6022010486,Patna,Bihar,Salaried,84090.3,488,2024-03-13
700209,Nitin Chauhan,1963-12-16,M,UEIVU9121X,8675596654,Ranchi,Jharkhand,Self Employed,30277.26,730,2024-02-03
700210,Sandeep Patel,1958-12-21,M,JKLJZ0073O,7532089243,Chennai,Tamil Nadu,Professional,128781.77,759,2020-01-21
700211,Farooq Subramaniam,1965-09-13,M,KGUWW1597O,7942745797,Bengaluru,Karnataka,Salaried,113348.78,683,2015-08-07
700212,Gokul Bhat,1994-08-22,M,PLFXC6875X,6361466301,Nashik,Maharashtra,Salaried,157914.89,510,2013-05-04
700213,Hema Mehta,1982-09-19,F,XRLSH7265O,7871838913,Chennai,Tamil Nadu,Self Employed,277563.54,766,2021-10-13
700214,Hari Mukherjee,1981-03-14,M,VDXZV5516V,8074022853,Kochi,Kerala,Retired,67557.54,533,2025-03-10
700215,Divya Rana,1995-05-19,F,OAOWC6814R,8483973775,Bhubaneswar,Odisha,Salaried,50216.96,542,2023-07-31
700216,Tara Chowdhury,1980-04-03,F,HPGUC3563I,7689525850,Lucknow,Uttar Pradesh,Self Employed,150761.76,635,2019-05-29
700217,Esther Sharma,2001-10-19,F,JCQVA0138W,6518652144,Bengaluru,Karnataka,Salaried,80388.59,744,2022-05-20
700218,Deepak Pillai,1958-01-29,M,IYWXT5751I,6138001949,Delhi,Delhi,Salaried,41563.16,698,2012-10-20
700219,Vikram Mishra,1991-10-11,M,YLQBH7130W,9635541086,Bhubaneswar,Odisha,Salaried,174203.0,-1,2021-11-11
700220,Abhishek Verma,1968-10-03,M,XODGR9468A,7002715715,Ranchi,Jharkhand,Farmer,28694.52,747,2016-03-26
700221,Kumar Chauhan,1977-03-20,M,HTMUJ8645Z,8908748137,Kanpur,Uttar Pradesh,Salaried,179050.56,627,2011-01-07
700222,Fathima Iyengar,1997-08-17,F,OIGLC9854J,8489244575,Kolkata,West Bengal,Government Employee,144634.34,653,2014-12-23
700223,Manoj Mehta,1979-11-13,M,BNHRO5276W,7442046188,Patna,Bihar,Government Employee,83486.52,561,2016-01-31
700224,Ajay Dutta,1995-08-01,M,IPXKT9837J,7195805799,Madurai,Tamil Nadu,Salaried,52940.39,639,2015-10-15
700225,Shanthi Chelladurai,2003-04-09,F,BNSQB5735Y,6302000554,Surat,Gujarat,Professional,60031.24,726,2017-10-24
700226,Karthik Kulkarni,1964-05-26,M,LGESV9384Y,8458180551,Mumbai,Maharashtra,Salaried,84142.3,641,2016-08-21
700227,Arun Chauhan,1997-04-10,M,VODLP6779A,8302214962,Kochi,Kerala,Salaried,89149.4,715,2017-04-10
700228,Amit Sharma,1969-06-21,M,MEJLN6054C,7631674466,Chandigarh,Chandigarh,Self Employed,279965.37,615,2012-02-20
700229,Kalpana Sharma,1976-02-01,F,JPVGL8854R,7239034769,Kolkata,West Bengal,Self Employed,129910.44,613,2021-09-10
700230,Vijay Murugan,1994-03-24,M,FWKYJ6527A,7978060790,Kanpur,Uttar Pradesh,Retired,68330.28,673,2017-12-28
700231,Priya Pandey,1965-01-22,F,DAVRQ3295A,8330998041,Patna,Bihar,Self Employed,253628.39,651,2012-09-16
700232,Gopal Pillai,1957-11-22,M,VNGWD3094Y,7979907233,Chennai,Tamil Nadu,Salaried,125773.58,726,2021-02-16
700233,Sathish Murugan,2004-12-04,M,TIKTS8387S,7450031077,Surat,Gujarat,Salaried,23952.92,686,2023-11-21
700234,Ajay Elumalai,1967-10-23,M,KGDWQ9125B,8223965756,Patna,Bihar,Retired,65261.71,835,2012-07-05
700235,Sunitha Tiwari,1993-10-22,F,VEEOJ8486K,7433087402,Mumbai,Maharashtra,Self Employed,73518.26,649,2013-01-17
700236,Vivek Nambiar,1995-01-14,M,AEOEP8561S,8071328883,Hyderabad,Telangana,Salaried,111015.44,648,2015-03-30
700237,Rahul Nair,1967-06-17,M,UEDHQ6587G,9512103860,Kochi,Kerala,Salaried,168532.94,-1,2025-02-12
700238,Pankaj Dutta,1998-05-09,M,CJYKZ3755W,7757699725,Mumbai,Maharashtra,Professional,210890.58,571,2011-08-14
700239,Sandeep Bose,1981-06-27,M,SZZUG6494L,6618240849,Mumbai,Maharashtra,Self Employed,166082.25,672,2012-12-30
700240,Arjun Perumal,1997-11-04,M,ZHJIT4701G,8231555058,Kochi,Kerala,Salaried,23828.22,734,2021-12-26
700241,Lavanya Iyengar,1977-11-25,F,JQHXJ2822P,6948956207,Madurai,Tamil Nadu,Salaried,149898.9,599,2020-09-20
700242,Ravi Venkatesan,1994-03-23,M,BEWOW1441I,7568950812,Bengaluru,Karnataka,Business,459408.07,665,2012-12-31
700243,Ravi Singh,1957-05-05,M,IHYBI4221Y,6159841457,Bengaluru,Karnataka,Salaried,172624.09,738,2023-09-15
700244,Karthik Deshmukh,1998-02-10,M,LYFWF0003Q,8068154780,Jaipur,Rajasthan,Business,82166.34,657,2011-03-06
700245,Vinod Pandey,2001-05-09,M,ZWDUT4951G,7017690152,Madurai,Tamil Nadu,Salaried,72481.77,620,2023-08-25
700246,Malathi Dutta,1988-01-10,F,PUNCF6012Z,9539525834,Ahmedabad,Gujarat,Salaried,115603.25,762,2011-03-06
700247,Pooja Balasubramanian,1963-02-05,F,ADWGN4890D,8108382313,Kolkata,West Bengal,Professional,134159.63,679,2024-03-02
700248,Priya Chauhan,1978-08-29,F,ILREJ7651G,8836447403,Chennai,Tamil Nadu,Self Employed,281989.71,707,2010-01-18
700249,Ganesh Pillai,2003-10-26,M,NMYTC0756Q,6048601951,Bhubaneswar,Odisha,Government Employee,149915.62,781,2011-12-19
700250,Rahul Banerjee,1992-08-27,M,EPJDY8749T,8131406697,Coimbatore,Tamil Nadu,Farmer,38252.51,778,2018-01-29
700251,Prakash Chowdhury,1990-01-08,M,UVSDO2225N,8721460292,Ranchi,Jharkhand,Business,75467.72,637,2013-05-05
700252,Selvi Chowdhury,2001-04-01,F,ZYLUF5046J,6557435030,Pune,Maharashtra,Professional,304593.61,620,2015-06-07
700253,Mani Mishra,1991-05-12,M,PTGVO7824L,6752454001,Chennai,Tamil Nadu,Self Employed,88737.1,697,2025-01-12
700254,Vijay Saha,1975-01-31,M,HNCJB5973I,6762662933,Lucknow,Uttar Pradesh,Government Employee,62454.99,-1,2022-06-28
700255,Rekha Balasubramanian,1998-11-24,F,MESNZ0523Q,7183913148,Kolkata,West Bengal,Farmer,37002.11,657,2011-07-20
700256,Ilango Gupta,1979-06-27,M,MNBMS5193C,7644925411,Pune,Maharashtra,Salaried,83800.39,-1,2019-02-24
700257,Deepa Thakur,2001-07-05,F,ZOWNC4738I,6911537063,Delhi,Delhi,Professional,120214.82,489,2012-09-13
700258,Chandran Venkatesan,1968-08-19,M,QIFPJ6942P,7368728784,Bhubaneswar,Odisha,Business,299749.74,791,2011-08-23
700259,Chitra Dutta,1956-10-06,F,LCJYJ6078L,8352216599,Mumbai,Maharashtra,Professional,382034.13,-1,2012-11-27
700260,Deepak Desai,1981-06-06,M,QLLDO2185Y,8860081701,Pune,Maharashtra,Farmer,41905.23,671,2021-06-30
700261,Ramesh Yadav,1986-02-06,M,QACSM1493R,6450853219,Ranchi,Jharkhand,Salaried,115708.74,739,2014-06-29
700262,Balaji Kulkarni,1990-12-19,M,ZNKVF9154F,6478929017,Ahmedabad,Gujarat,Business,129053.19,558,2013-11-23
700263,Amit Saha,1998-02-20,M,SYHRK8875I,9999386884,Kanpur,Uttar Pradesh,Salaried,88023.45,792,2023-12-07
700264,Kavitha Kumar,1983-12-19,F,MCVCW2176N,6595544616,Kolkata,West Bengal,Farmer,36235.7,614,2012-03-10
700265,Indira Chelladurai,1989-02-10,F,JMFDM2692N,8840384487,Ranchi,Jharkhand,Salaried,173898.92,659,2022-03-29
700266,Anand Singh,1999-10-29,M,CJYCD6936G,9581605845,Surat,Gujarat,Salaried,143945.67,536,2019-03-29
700267,Gokul Kulkarni,1992-01-17,M,BKHMW5772T,9207148077,Kolkata,West Bengal,Salaried,172228.88,-1,2012-11-22
700268,Suresh Rana,2000-06-25,M,ETADJ0437P,6198551321,Surat,Gujarat,Salaried,28991.11,654,2018-02-13
700269,Rajesh Rajendran,1973-12-18,M,QGSKS5137A,7657344705,Delhi,Delhi,Professional,323946.78,648,2013-08-15
700270,Ajay Ghosh,2005-03-26,M,TGOAY6154V,8554141213,Chennai,Tamil Nadu,Salaried,153573.9,652,2022-02-10
700271,Esther Sen,1976-07-04,F,OTRKM5228K,8655604924,Coimbatore,Tamil Nadu,Salaried,91647.01,711,2016-09-08
700272,Bhavya Naidu,1982-06-30,F,NLNRZ3007N,6085677789,Patna,Bihar,Government Employee,122339.31,675,2025-06-28
700273,Revathi Naidu,1976-05-23,F,ULECX0516I,7378750556,Delhi,Delhi,Professional,160177.5,762,2017-01-29
700274,Rajini Rana,1994-10-18,F,EZSNW1577V,6185931864,Delhi,Delhi,Salaried,47878.24,625,2010-08-17
700275,Deepa Thakur,1973-03-29,F,AWNIH4829T,8857859168,Surat,Gujarat,Salaried,148317.4,575,2024-08-07
700276,Anitha Sen,1998-04-05,F,MDJDV7547Y,8624286660,Surat,Gujarat,Farmer,34778.56,668,2021-01-15
700277,Kalpana Chelladurai,1981-10-17,F,HNFAN8725S,6456857612,Jaipur,Rajasthan,Salaried,52846.8,729,2020-05-27
700278,Kiran Joshi,1972-04-06,F,NNIUH8518W,7464374353,Lucknow,Uttar Pradesh,Salaried,27125.13,788,2013-12-23
700279,Gayathri Naidu,1968-09-07,F,FIAHV2778H,9196502491,Ahmedabad,Gujarat,Business,391027.66,747,2013-07-15
700280,Mahesh Iyengar,2002-01-14,M,WSFWA9010V,7063802870,Nashik,Maharashtra,Farmer,34364.93,502,2014-06-17
700281,Farooq Singh,1995-04-23,M,ESBMG7761B,9660883569,Kolkata,West Bengal,Farmer,31802.06,705,2010-09-27
700282,Rohit Bose,1986-12-08,M,IKFIT8481Q,7773196631,Ahmedabad,Gujarat,Salaried,155033.99,808,2013-04-10
700283,Lavanya Balasubramanian,1993-07-19,F,VDODY2775P,8690706504,Kolkata,West Bengal,Salaried,150487.74,675,2023-04-11
700284,Anitha Pandey,1956-09-02,F,IFDFK7959N,6001919532,Pune,Maharashtra,Salaried,127617.13,620,2012-01-26
700285,Vidya Ghosh,2001-04-06,F,PCPOA3259I,6624535049,Kanpur,Uttar Pradesh,Government Employee,94818.41,699,2018-11-29
700286,Swathi Iyer,1987-08-27,F,GGOZI9189D,8968948076,Ranchi,Jharkhand,Salaried,19604.05,-1,2018-11-22
700287,Tara Bose,1989-06-29,F,ZJFEI7999T,6257945478,Bhubaneswar,Odisha,Government Employee,84039.21,-1,2016-12-28
700288,Suresh Sen,1975-02-22,M,GTDWN4518L,7973743025,Kolkata,West Bengal,Salaried,47263.74,622,2018-07-12
700289,Chitra Ghosh,2000-03-06,F,VGPGI7581Y,9364418612,Jaipur,Rajasthan,Self Employed,157330.9,730,2012-08-21
700290,Arun Chauhan,1961-06-24,M,DQPTO0636T,6423177353,Kochi,Kerala,Salaried,127976.96,668,2014-05-21
700291,Selvi Patel,2001-01-09,F,TKELK8501X,9014693498,Hyderabad,Telangana,Self Employed,104688.63,802,2010-02-08
700292,Rohit Nair,1993-01-15,M,QEABG1949K,8190996967,Surat,Gujarat,Salaried,42578.09,717,2016-07-02
700293,Mani Kumar,1995-06-23,M,GGWQT8444L,8782720673,Coimbatore,Tamil Nadu,Business,177481.9,601,2013-02-23
700294,Balaji Roy,1980-12-15,M,QRDNC7590O,6192219444,Surat,Gujarat,Government Employee,29020.55,727,2021-05-26
700295,Kumar Mishra,1992-09-09,M,RXDVI9797M,6570557367,Kanpur,Uttar Pradesh,Salaried,129573.8,-1,2013-08-31
700296,Amit Mukherjee,1981-05-06,M,TKQMI2019I,9682283069,Bengaluru,Karnataka,Salaried,96579.93,758,2022-09-01
700297,Sanjay Murugan,1992-12-01,M,TQCRM7938H,9608444326,Kolkata,West Bengal,Salaried,65547.88,615,2023-11-30
700298,Rajesh Iyengar,2001-06-27,M,JYZDF1426C,6044124760,Bhubaneswar,Odisha,Business,87808.55,629,2010-06-21
700299,Deepa Sharma,1991-12-18,F,XSTBQ0773A,8796338932,Bhubaneswar,Odisha,Self Employed,141080.2,451,2013-05-17
700300,Fathima Yadav,1997-01-14,F,KKUZT7899R,9133710427,Chennai,Tamil Nadu,Business,344622.43,755,2012-01-19
700301,Pankaj Deshmukh,1962-09-13,M,TELIO6845G,9680671988,Ahmedabad,Gujarat,Salaried,106348.29,614,2011-06-10
700302,Lavanya Singh,1973-02-14,F,SSTKD8872P,9534496991,Ranchi,Jharkhand,Salaried,117731.97,468,2024-08-01
700303,Yamuna Dutta,1988-01-24,F,JUMQZ2085U,7883937834,Lucknow,Uttar Pradesh,Professional,94591.12,501,2024-12-15
700304,Prakash Perumal,1959-12-19,M,QHTWJ4228U,9769772007,Surat,Gujarat,Farmer,26761.89,648,2024-06-08
700305,Suresh Balasubramanian,1998-09-19,M,OPROX0964H,9506458183,Delhi,Delhi,Salaried,146714.15,742,2017-02-09
700306,Dilip Verma,1964-12-24,M,HJQJR1057E,6332104798,Chennai,Tamil Nadu,Professional,346341.12,661,2023-02-07
700307,Vivek Mishra,1961-01-03,M,ZYUXO5338G,6371425714,Hyderabad,Telangana,Salaried,120690.19,714,2020-11-03
700308,Sathish Banerjee,1980-06-28,M,KLFLY0318J,9516394842,Patna,Bihar,Salaried,169772.97,565,2021-01-25
700309,Meena Perumal,1999-01-02,F,DCRMU4983R,6487825550,Hyderabad,Telangana,Self Employed,60304.26,542,2022-06-25
700310,Anitha Kulkarni,1986-05-04,F,QXBIE6201F,8440520014,Bengaluru,Karnataka,Retired,66289.87,754,2021-07-17
700311,Pooja Saha,1999-02-14,F,YYDVR9965D,8845832021,Bengaluru,Karnataka,Salaried,75092.95,716,2011-11-22
700312,Senthil Kulkarni,1972-10-17,M,HTDXN5626E,6284959936,Patna,Bihar,Self Employed,274405.97,667,2018-11-29
700313,Nithya Nair,1969-10-28,F,BOCWK9741N,8830666886,Delhi,Delhi,Salaried,171260.01,791,2012-02-13
700314,Bharath Pillai,1978-02-08,M,XQKPL0784J,7750261633,Kanpur,Uttar Pradesh,Government Employee,117187.31,579,2022-01-09
700315,Dilip Dutta,1998-06-26,M,OTTSJ7411V,8489603731,Mumbai,Maharashtra,Professional,260717.72,630,2017-06-26
700316,Padma Roy,1995-12-13,F,DNFTN3763T,7838559996,Ranchi,Jharkhand,Self Employed,98143.4,767,2011-03-06
700317,Manoj Deshmukh,1976-08-31,M,FIBIN7589S,6574376721,Pune,Maharashtra,Business,81271.18,844,2018-04-10
700318,Vikram Banerjee,1997-02-16,M,ELXEJ6906O,6580537741,Ranchi,Jharkhand,Professional,316302.44,670,2023-07-14
700319,Sangeetha Bhat,1992-02-08,F,UGXIY5987L,8458482511,Delhi,Delhi,Salaried,148163.33,829,2020-11-23
700320,Chandran Chelladurai,1997-11-27,M,MYUOJ1134C,7397235808,Kolkata,West Bengal,Salaried,19621.95,612,2023-11-02
700321,Gokul Menon,1965-11-04,M,CVOYI3100A,7450028724,Chandigarh,Chandigarh,Business,110961.17,701,2019-10-25
700322,Mahesh Deshmukh,1967-01-21,M,GSEEX0840D,7712289182,Patna,Bihar,Salaried,27733.08,653,2023-06-07
700323,Sneha Mukherjee,1963-12-07,F,IROXE3694Z,9163621277,Chandigarh,Chandigarh,Self Employed,33642.44,519,2015-10-02
700324,Devi Venkatesan,1965-10-19,F,LAFTL8859A,8450815234,Delhi,Delhi,Self Employed,140726.27,694,2011-10-24
700325,Sandeep Nair,1985-07-19,M,AATXI1085C,9370222277,Madurai,Tamil Nadu,Salaried,122984.97,758,2012-07-12
700326,Chandran Chowdhury,1982-01-11,M,BIRKJ2684F,9557664497,Pune,Maharashtra,Professional,268020.66,655,2022-05-11
700327,Farooq Yadav,1985-08-02,M,OQDVQ6375K,8976863996,Chandigarh,Chandigarh,Business,166874.01,663,2014-08-17
700328,Nandhini Pandey,1963-10-05,F,LDMZL6264A,6144629747,Mumbai,Maharashtra,Salaried,94662.8,802,2014-12-27
700329,Yamuna Pandey,1984-03-10,F,ZCHCH2082X,9870586648,Nashik,Maharashtra,Salaried,70894.02,551,2023-05-28
700330,Dilip Pillai,1963-08-13,M,QAKTD5653A,7165719781,Patna,Bihar,Self Employed,62652.27,527,2015-02-15
700331,Shankar Reddy,1963-09-02,M,CVTJS2274G,9176702161,Delhi,Delhi,Self Employed,280721.03,607,2024-09-11
700332,Hema Patel,1979-06-23,F,OLTTR1390Z,8941443729,Hyderabad,Telangana,Salaried,86051.21,556,2016-12-02
700333,Uma Rajendran,1968-11-10,F,JZIRJ2465R,7624037315,Kolkata,West Bengal,Retired,51938.3,797,2013-06-24
700334,Bhavya Murugan,1965-10-08,F,TDZZC5071L,9373758134,Bhubaneswar,Odisha,Salaried,142598.94,699,2020-10-08
700335,Vijay Iyengar,1994-04-16,M,ONTLL3145L,7479757454,Ahmedabad,Gujarat,Business,273343.03,587,2025-03-04
700336,Sangeetha Deshmukh,1984-07-24,F,GSHPU0852J,7710264773,Ahmedabad,Gujarat,Salaried,87149.18,611,2016-09-28
700337,Chandran Patel,1993-02-13,M,AOENM2281Y,7773125451,Mumbai,Maharashtra,Salaried,56438.99,900,2010-06-02
700338,Hari Bose,1969-05-03,M,GMFAW3293R,7148889201,Kolkata,West Bengal,Farmer,35591.84,612,2010-08-11
700339,Vinod Menon,1968-02-16,M,BQERE5905K,9353217418,Bengaluru,Karnataka,Salaried,57859.82,597,2020-06-25
700340,Priya Verma,1966-06-01,F,KLCGW2989E,9172557147,Delhi,Delhi,Salaried,145335.49,698,2019-06-04
700341,Gayathri Elumalai,1979-01-26,F,RCRKL6406U,7990607938,Bhubaneswar,Odisha,Self Employed,184058.4,730,2017-03-27
700342,Selvi Bose,1995-03-17,F,DPPKG3761Z,9859304572,Chennai,Tamil Nadu,Self Employed,189907.32,691,2014-02-10
700343,Deepa Chowdhury,1958-10-29,F,OZWKK2731Z,7737659355,Lucknow,Uttar Pradesh,Salaried,165738.8,583,2016-09-28
700344,Shankar Rana,2004-03-09,M,JDPIO6008Q,6764084909,Kolkata,West Bengal,Retired,60242.71,559,2017-11-18
700345,Sunil Reddy,1980-12-12,M,DQYZL7393I,7352180435,Surat,Gujarat,Government Employee,144620.33,726,2016-04-14
700346,Devi Murugan,1972-07-25,F,RHTHS3179M,8998586814,Hyderabad,Telangana,Self Employed,191367.85,664,2014-11-06
700347,Sivakumar Sharma,2001-10-27,M,YZJOK7124R,7930380558,Jaipur,Rajasthan,Self Employed,122608.84,514,2022-09-03
700348,Bharath Chowdhury,1973-04-21,M,RRKSJ2051J,8234955458,Pune,Maharashtra,Business,312934.28,781,2014-10-11
700349,Karthik Desai,2002-08-09,M,BKOCT4647V,6871393647,Kolkata,West Bengal,Professional,51378.72,743,2019-09-16
700350,Farooq Patel,1962-03-18,M,ICFAG6802Z,9300260580,Delhi,Delhi,Salaried,113075.28,647,2025-03-22
700351,Hari Banerjee,1997-05-29,M,QLYNP6446T,7934985314,Chandigarh,Chandigarh,Salaried,38547.53,645,2022-08-06
700352,Saranya Tiwari,1988-01-16,F,TBEAN0091Z,8742167302,Bhubaneswar,Odisha,Self Employed,16432.4,691,2015-11-22
700353,Vijay Pillai,1987-03-15,M,KNFKV8301M,8126875561,Kochi,Kerala,Business,222636.24,604,2011-07-09
700354,Vikram Tiwari,1978-10-02,M,GRZAD7713Q,7339999469,Chandigarh,Chandigarh,Salaried,62943.19,541,2021-06-14
700355,Farooq Sharma,1986-02-25,M,GFCXZ8576O,9512336228,Coimbatore,Tamil Nadu,Professional,357173.34,700,2020-12-10
700356,Anitha Iyengar,1985-02-02,F,ZSXNK6521L,7077478689,Chennai,Tamil Nadu,Salaried,149491.79,533,2022-10-29
700357,Saranya Balasubramanian,1997-07-25,F,TIGLT6348Z,6769645523,Pune,Maharashtra,Government Employee,145477.23,707,2021-04-28
700358,Gokul Jadhav,1984-12-01,M,YTJHB7430P,6277652659,Pune,Maharashtra,Self Employed,74155.16,533,2012-01-01
700359,Bharath Bose,1991-11-19,M,CVXQZ6874M,9542126623,Surat,Gujarat,Self Employed,292016.42,660,2020-04-16
700360,Revathi Yadav,1991-11-16,F,MFNZC5520T,9364936544,Chandigarh,Chandigarh,Self Employed,206679.24,657,2018-03-21
700361,Esther Venkatesan,1966-05-13,F,KLAKO0659P,9792795342,Coimbatore,Tamil Nadu,Farmer,52890.09,839,2022-08-30
700362,Arun Naidu,1957-05-25,M,TNZXX2181V,7325032776,Bengaluru,Karnataka,Business,208108.4,568,2017-01-07
700363,Anjali Joshi,1974-02-21,F,HEWJO8619T,9386036597,Coimbatore,Tamil Nadu,Retired,33354.93,535,2010-01-21
700364,Geetha Pillai,1994-05-31,F,MLBQU2275A,8291266435,Kolkata,West Bengal,Salaried,78257.42,608,2013-02-25
700365,Hema Tiwari,1988-11-15,F,HEGWO2283G,9160925142,Kolkata,West Bengal,Salaried,38008.56,563,2012-09-30
700366,Nitin Roy,1974-01-13,M,NWKYN3147C,9926802890,Surat,Gujarat,Professional,116793.52,613,2019-09-23
700367,Chitra Dutta,1990-03-09,F,CNTUT6145B,6715219676,Ahmedabad,Gujarat,Salaried,93656.76,709,2012-05-05
700368,Vinod Perumal,1970-03-08,M,RQREO7707O,7280980198,Delhi,Delhi,Salaried,88265.29,743,2015-02-25
700369,Bhavya Patel,1992-10-29,F,LQQFE3257H,6521771085,Ahmedabad,Gujarat,Self Employed,298162.69,827,2018-03-28
700370,Farooq Mishra,1998-11-24,M,YCUXZ9692R,9591758348,Delhi,Delhi,Government Employee,90327.67,600,2015-04-26
700371,Arun Iyengar,1968-05-02,M,MKFAG4987I,6963464324,Pune,Maharashtra,Salaried,103008.99,900,2021-03-28
700372,Vikram Das,1960-03-19,M,FAJJR6409J,9121816845,Jaipur,Rajasthan,Salaried,74189.67,858,2011-12-21
700373,Geetha Subramaniam,1976-09-25,F,EMRTI0495T,9769978127,Ahmedabad,Gujarat,Self Employed,294998.17,650,2013-11-04
700374,Yogesh Reddy,1957-02-08,M,MHKRQ6087J,6760078324,Lucknow,Uttar Pradesh,Farmer,14786.6,452,2014-08-30
700375,Shankar Shah,1994-09-25,M,KFKDW0430H,8489875576,Surat,Gujarat,Salaried,163552.13,662,2019-12-05
700376,Jagan Desai,1962-03-22,M,KOZGW6926K,6686515990,Delhi,Delhi,Salaried,133518.55,676,2020-09-30
700377,Nithya Rana,1975-01-25,F,TITXG4299K,6252865460,Kolkata,West Bengal,Salaried,47918.25,451,2019-04-30
700378,Mahesh Desai,2001-03-22,M,ZDOEG3614L,7855522705,Pune,Maharashtra,Retired,60401.51,677,2017-08-24
700379,Vijay Bose,1970-04-27,M,VTFYQ0961T,6027010517,Mumbai,Maharashtra,Salaried,178353.78,650,2013-08-01
700380,Deepak Subramaniam,1991-10-21,M,IYIQG7247E,7955580977,Ahmedabad,Gujarat,Business,148679.12,595,2014-10-06
700381,Sathish Chauhan,2005-03-12,M,FRKBC6868V,8855120132,Ahmedabad,Gujarat,Self Employed,102521.58,729,2024-03-22
700382,Nithya Balasubramanian,2004-09-06,F,FBFFA0888C,6083375311,Bhubaneswar,Odisha,Salaried,171044.3,765,2023-11-05
700383,Praveen Iyer,1961-09-03,M,ILRSE9559X,8025295535,Pune,Maharashtra,Salaried,99434.57,623,2019-11-22
700384,Mahesh Thakur,1996-12-22,M,SKHJY1615E,6448424327,Lucknow,Uttar Pradesh,Salaried,136938.51,691,2013-10-20
700385,Vidya Kumar,1989-12-05,F,GAIXS9418I,8187220364,Madurai,Tamil Nadu,Salaried,173708.22,607,2021-01-05
700386,Deepak Desai,1983-08-04,M,FYSHI2628O,7199985908,Kolkata,West Bengal,Business,268806.94,595,2021-12-13
700387,Chitra Shah,1990-08-20,F,JZKUD5223M,9481847328,Kolkata,West Bengal,Self Employed,282005.76,677,2018-12-11
700388,Sunitha Tiwari,2002-04-19,F,JHWVX4492F,7134340350,Mumbai,Maharashtra,Business,233323.37,719,2020-10-05
700389,Vijay Iyer,1972-11-24,M,VIDTO4155W,6908343840,Mumbai,Maharashtra,Salaried,40837.66,616,2022-09-11
700390,Shankar Kumar,1993-04-16,M,YZIQA3671Z,8233728296,Pune,Maharashtra,Professional,115376.87,459,2013-03-17
700391,Sangeetha Yadav,1968-02-09,F,ALEML2334G,8048634430,Bengaluru,Karnataka,Salaried,102618.2,725,2018-09-27
700392,Ajay Sharma,1987-08-26,M,CMTRP2321L,8721522041,Bengaluru,Karnataka,Government Employee,50780.16,518,2020-06-12
700393,Prakash Bose,1980-05-28,M,FBAYO8929I,7527984145,Ranchi,Jharkhand,Salaried,101079.98,681,2023-10-02
700394,Harish Gupta,1960-01-20,M,FFJJH7345T,9936582428,Bhubaneswar,Odisha,Self Employed,89231.64,839,2023-04-06
700395,Ashok Yadav,1998-06-09,M,JKBLX3763R,7290457210,Bhubaneswar,Odisha,Professional,235229.77,668,2018-06-11
700396,Uma Krishnan,1960-07-22,F,ZRRVZ3913I,8960071466,Delhi,Delhi,Government Employee,72217.87,556,2018-11-21
700397,Janani Chelladurai,1989-11-20,F,UYGRF1392J,7973800032,Mumbai,Maharashtra,Government Employee,95777.08,531,2013-09-25
700398,Ramesh Pillai,1964-10-09,M,AWPOY1918C,7790771097,Coimbatore,Tamil Nadu,Self Employed,187157.0,781,2019-10-13
700399,Vikram Pillai,1990-08-11,M,MOWAJ0513U,7739707035,Pune,Maharashtra,Salaried,99135.27,668,2021-05-14
700400,Bharath Raman,1967-03-09,M,FICVY3189K,7196817111,Lucknow,Uttar Pradesh,Salaried,95442.7,721,2019-08-20
700401,Naveen Bose,1971-03-21,M,VGKTH6007W,7586314905,Kanpur,Uttar Pradesh,Salaried,91794.96,757,2013-01-20
700402,Pankaj Kumar,1957-05-30,M,LLADM4303L,6111208384,Kochi,Kerala,Business,131548.67,665,2015-09-15
700403,Ramesh Singh,1973-07-01,M,RWOWB6054T,6887241873,Ahmedabad,Gujarat,Business,270371.91,640,2023-10-06
700404,Chandran Nambiar,2001-05-20,M,WGYLO6688K,9361639639,Madurai,Tamil Nadu,Salaried,170406.41,580,2018-02-27
700405,Mani Raman,1996-08-13,M,LDWTG4054K,6026930968,Delhi,Delhi,Salaried,38273.43,377,2018-07-04
700406,Sivakumar Patel,1975-01-05,M,RHMTK7805S,9873891619,Chandigarh,Chandigarh,Farmer,44645.57,525,2015-11-10
700407,Karthik Kumar,1964-07-31,M,YEWEN4271C,9750181721,Nashik,Maharashtra,Salaried,23574.98,663,2017-09-19
700408,Mahesh Subramaniam,1974-01-17,M,OPUQX4345F,9445429062,Ahmedabad,Gujarat,Business,246724.95,653,2011-08-18
700409,Sanjay Mukherjee,1995-01-27,M,PDJKD5384B,8240412766,Kochi,Kerala,Business,352331.48,708,2012-05-29
700410,Chitra Yadav,1957-02-22,F,ZFXIE5396D,6314536486,Delhi,Delhi,Salaried,169975.55,657,2010-11-18
700411,Mani Chelladurai,1983-05-16,M,VZCXA7738Y,8421055150,Delhi,Delhi,Salaried,21503.49,685,2021-03-30
